date,open,high,low,close,volume
2/12/2016,379.6860046,384.95401,379.6000061,384.2630005,67042800
2/13/2016,384.6409912,391.8599854,384.6409912,391.8599854,61911700
2/14/2016,392.9320068,407.230011,392.9320068,407.230011,74469800
2/15/2016,407.5679932,410.381012,397.7489929,400.1849976,74070496
2/16/2016,401.4320068,408.9450073,401.4320068,407.4880066,73093104
2/17/2016,407.6560059,421.1669922,406.7839966,416.321991,83193600
2/18/2016,416.571991,425.9960022,415.6380005,422.3729858,76752600
2/19/2016,422.730011,423.1040039,417.6040039,420.7850037,55711300
2/20/2016,421.6010132,441.9840088,421.6010132,437.1640015,93992096
2/21/2016,437.7730103,448.04599,429.0769958,438.7980042,89820704
2/22/2016,438.9890137,439.0450134,432.9169922,437.7479858,85385200
2/23/2016,438.2550049,439.8580017,417.8210144,420.7359924,85244896
2/24/2016,420.9559937,425.5499878,413.9070129,424.9549866,67743696
2/25/2016,425.0369873,427.7189941,420.4150085,424.5440063,70798000
2/26/2016,424.6289978,432.1520081,421.6199951,432.1520081,61486000
2/27/2016,432.8389893,434.2309875,428.1029968,432.5190125,41893600
2/28/2016,432.5710144,435.6830139,423.8200073,433.5039978,53033400
2/29/2016,433.4379883,441.5069885,431.6929932,437.696991,60694700
3/1/2016,437.9169922,439.6530151,432.3190002,435.1229858,74895800
3/2/2016,435.131012,435.9169922,423.9890137,423.9890137,74955296
3/3/2016,423.9119873,425.3729858,419.4110107,421.651001,100484000
3/4/2016,421.8359985,425.178009,410.9389954,410.9389954,90856096
3/5/2016,410.7810059,411.2569885,394.0350037,400.5700073,135384992
3/6/2016,400.5249939,411.9070129,395.7780151,407.7070007,91212496
3/7/2016,407.7569885,415.9169922,406.3089905,414.3210144,85762400
3/8/2016,414.4649963,416.2430115,411.0939941,413.9719849,70311696
3/9/2016,413.8940125,416.0320129,411.6059875,414.8599854,70012304
3/10/2016,414.743988,417.5119934,413.2510071,417.131012,81022896
3/11/2016,417.2380066,423.9259949,417.0130005,421.6900024,73969696
3/12/2016,421.605011,421.7950134,410.0939941,411.6239929,92712896
3/13/2016,411.6480103,416.6040039,411.6419983,414.0650024,74322800
3/14/2016,414.2009888,416.6839905,414.2009888,416.4379883,95259400
3/15/2016,416.3880005,418.131012,414.9849854,416.8299866,66781700
3/16/2016,416.8880005,417.6860046,415.9119873,417.0109863,65185800
3/17/2016,417.8890076,420.9970093,417.8890076,420.6210022,83528600
3/18/2016,420.5469971,420.5469971,406.1369934,409.5480042,104940000
3/19/2016,409.2650146,410.9840088,407.230011,410.4440002,58423000
3/20/2016,410.401001,414.625,410.401001,413.7550049,45947900
3/21/2016,413.4179993,413.4179993,410.381012,413.3070068,61655400
3/22/2016,413.1319885,418.375,412.5310059,418.0889893,66813300
3/23/2016,418.1610107,419.2680054,417.3640137,418.0409851,61444200
3/24/2016,418.4240112,418.6799927,415.4859924,416.3940125,68346704
3/25/2016,416.5079956,418.0799866,415.5580139,417.177002,52560000
3/26/2016,417.3649902,418.9869995,416.2590027,417.9450073,44650400
3/27/2016,418.1400146,428.7969971,417.7109985,426.7650146,71229400
3/28/2016,426.5480042,426.8569946,423.2929993,424.2309875,68522800
3/29/2016,424.3039856,426.2030029,412.6809998,416.5159912,75411504
3/30/2016,416.8340149,416.8340149,412.4960022,414.8160095,66034100
3/31/2016,415.2569885,418.368988,415.2569885,416.7290039,60215200
4/1/2016,416.7600098,418.1730042,415.8309937,417.9599915,51235700
4/2/2016,418.4219971,422.0809937,418.4219971,420.8729858,45681200
4/3/2016,421.1730042,421.5799866,419.696991,420.9039917,38053700
4/4/2016,421.2990112,422.3429871,419.6010132,421.4440002,50634300
4/5/2016,421.0169983,424.2569885,420.6140137,424.0299988,60718000
4/6/2016,424.2839966,424.5270081,422.7290039,423.4129944,59091000
4/7/2016,423.6199951,423.6570129,420.5180054,422.7449951,57858600
4/8/2016,422.9070129,425.3609924,419.6350098,420.348999,63454700
4/9/2016,420.8110046,420.8909912,416.5150146,419.4110107,49792700
4/10/2016,419.5920105,422.4349976,419.2569885,421.5639954,73478600
4/11/2016,421.8720093,422.7390137,420.5329895,422.4830017,50747500
4/12/2016,422.8429871,427.2770081,422.8429871,425.1900024,70728800
4/13/2016,425.6319885,426.6579895,422.9159851,423.7340088,69060400
4/14/2016,423.9349976,425.3710022,423.0130005,424.2820129,45281000
4/15/2016,424.427002,429.928009,424.427002,429.7130127,54801500
4/16/2016,429.5750122,432.625,428.9840088,430.571991,39392800
4/17/2016,430.6359863,431.3710022,426.07901,427.3989868,52125900
4/18/2016,427.6109924,429.2739868,427.0859985,428.5910034,55670900
4/19/2016,428.7030029,436.019989,428.1040039,435.5090027,52810500
4/20/2016,435.3240051,443.0539856,434.4060059,441.3890076,72890096
4/21/2016,441.4159851,450.5480042,440.9519958,449.4249878,68204704
4/22/2016,449.6879883,449.8099976,444.1499939,445.7369995,58804400
4/23/2016,445.8609924,450.2820129,444.3309937,450.2820129,50485400
4/24/2016,450.5599976,460.1459961,448.928009,458.5549927,68198400
4/25/2016,459.1210022,466.6199951,453.5920105,461.4259949,87091800
4/26/2016,461.6480103,467.9649963,461.6210022,466.0889893,78971904
4/27/2016,466.2619934,467.07901,444.1340027,444.6870117,93564896
4/28/2016,445.0379944,449.5509949,436.6499939,449.0109863,74064704
4/29/2016,449.4079895,455.3840027,446.0169983,455.0969849,49258500
4/30/2016,455.178009,455.5870056,447.696991,448.3179932,69322600
5/1/2016,448.4840088,452.4790039,447.927002,451.875,40660100
5/2/2016,451.9330139,452.4450073,441.776001,444.6690063,92127000
5/3/2016,444.7269897,451.0969849,442.6170044,450.3039856,59366400
5/4/2016,450.1830139,450.3779907,445.6300049,446.7219849,50407300
5/5/2016,446.7109985,448.506012,445.8829956,447.9760132,50440800
5/6/2016,447.9419861,461.375,447.0679932,459.6029968,72796800
5/7/2016,459.6390076,460.6749878,457.3240051,458.5360107,38364500
5/8/2016,458.4289856,459.4169922,455.9830017,458.5480042,40315000
5/9/2016,458.2059937,462.4809875,456.5310059,460.4830017,55493100
5/10/2016,460.5180054,461.9289856,448.95401,450.894989,58956100
5/11/2016,450.8640137,454.5759888,450.8640137,452.7279968,50605200
5/12/2016,452.446991,454.9490051,449.25,454.7659912,59849300
5/13/2016,454.8500061,457.0549927,453.4530029,455.6700134,60845000
5/14/2016,455.822998,456.8359985,454.7860107,455.67099,37209000
5/15/2016,455.7590027,458.6919861,455.4590149,457.5679932,28514000
5/16/2016,457.5859985,458.2000122,452.9450073,454.1629944,59171500
5/17/2016,454.0090027,455.071991,453.605011,453.7829895,64100300
5/18/2016,453.6910095,455.9979858,453.2990112,454.618988,86850096
5/19/2016,454.5239868,454.6329956,438.7149963,438.7149963,96027400
5/20/2016,437.7929993,444.0539856,437.3890076,442.6759949,81987904
5/21/2016,442.9660034,443.7780151,441.7059937,443.1879883,42762300
5/22/2016,443.2179871,443.427002,439.0350037,439.322998,39657600
5/23/2016,439.3479919,444.3450012,438.822998,444.1549988,50582500
5/24/2016,444.2909851,447.1000061,443.9299927,445.9809875,65783100
5/25/2016,446.0620117,450.2980042,446.0620117,449.598999,65231000
5/26/2016,449.6719971,453.6440125,447.8959961,453.3840027,65203800
5/27/2016,453.5209961,478.1489868,453.5209961,473.4639893,164780992
5/28/2016,473.0289917,533.4730225,472.6990051,530.039978,181199008
5/29/2016,527.4769897,553.960022,512.1790161,526.2329712,148736992
5/30/2016,528.4710083,544.348999,522.9630127,533.8640137,87958704
5/31/2016,534.190979,546.617981,520.6619873,531.3859863,138450000
6/1/2016,531.1069946,543.0800171,525.6359863,536.9199829,86061800
6/2/2016,536.5150146,540.3519897,533.0780029,537.9719849,60378200
6/3/2016,537.6820068,574.6380005,536.9199829,569.1939697,122020000
6/4/2016,569.7050171,590.132019,564.2379761,572.7269897,94925296
6/5/2016,573.3079834,582.8079834,569.1779785,574.9769897,68874096
6/6/2016,574.6019897,586.4699707,574.6019897,585.5369873,72138896
6/7/2016,585.4450073,590.2589722,567.5139771,576.5969849,107770000
6/8/2016,577.1669922,582.8389893,573.1300049,581.6450195,80265800
6/9/2016,582.2030029,582.2030029,570.9509888,574.6300049,71301000
6/10/2016,575.8369751,579.1270142,573.3250122,577.4699707,66991900
6/11/2016,578.6740112,607.1160278,578.6740112,606.7269897,82357000
6/12/2016,609.684021,684.8439941,607.0390015,672.7839966,277084992
6/13/2016,671.6539917,716.0040283,664.4869995,704.3759766,243295008
6/14/2016,704.5040283,704.5040283,662.8040161,685.559021,186694000
6/15/2016,685.6849976,696.3029785,672.5609741,694.4689941,99223800
6/16/2016,696.5230103,773.7219849,696.5230103,766.3079834,271633984
6/17/2016,768.4869995,775.3560181,716.5560303,748.9089966,363320992
6/18/2016,748.7559814,777.9899902,733.9290161,756.2269897,252718000
6/19/2016,756.6879883,766.6209717,745.6279907,763.7810059,136184992
6/20/2016,763.927002,764.0839844,732.7269897,737.2260132,174511008
6/21/2016,735.8829956,735.8829956,639.0700073,666.6519775,309944000
6/22/2016,665.914978,678.6699829,587.4829712,596.1160278,266392992
6/23/2016,597.4429932,629.3270264,558.1389771,623.9769897,253462000
6/24/2016,625.5750122,681.7269897,625.2719727,665.2990112,224316992
6/25/2016,665.2810059,691.7310181,646.559021,665.1229858,126656000
6/26/2016,665.9310303,665.9799805,616.934021,629.3670044,109225000
6/27/2016,629.348999,655.2750244,620.5239868,655.2750244,122134000
6/28/2016,658.1019897,659.2479858,637.7730103,647.0009766,138384992
6/29/2016,644.1220093,644.6820068,628.2839966,639.8900146,142456000
6/30/2016,640.5910034,675.4030151,636.6079712,673.3369751,138980000
7/1/2016,672.5150146,686.1539917,669.5939941,676.2960205,134431008
7/2/2016,676.7340088,703.7020264,676.3989868,703.7020264,112354000
7/3/2016,704.9680176,704.9680176,649.0089722,658.6640015,129512000
7/4/2016,658.8040161,683.6619873,650.5079956,683.6619873,92008400
7/5/2016,683.2089844,683.4910278,665.065979,670.6270142,130476000
7/6/2016,670.4180298,681.8980103,670.4180298,677.3309937,134960992
7/7/2016,678.0900269,682.4320068,611.8339844,640.5620117,258091008
7/8/2016,640.6879883,666.7069702,636.46698,666.5230103,141970000
7/9/2016,666.3839722,666.3839722,633.3989868,650.960022,180536000
7/10/2016,650.598999,652.2940063,641.2639771,649.3599854,102532000
7/11/2016,648.4840088,659.6290283,644.9799805,647.6589966,107910000
7/12/2016,648.28302,675.2589722,646.7789917,664.5510254,138172992
7/13/2016,664.7969971,668.7000122,654.4680176,654.4680176,131449000
7/14/2016,652.9229736,662.9019775,652.9229736,658.0780029,98511400
7/15/2016,659.1710205,667.0770264,659.039978,663.2550049,81673104
7/16/2016,663.7810059,666.460022,659.3339844,660.7670288,50330200
7/17/2016,661.992981,682.3649902,661.992981,679.4589844,74407904
7/18/2016,679.809021,681.5549927,668.625,673.1060181,69465000
7/19/2016,672.7379761,673.2769775,667.632019,672.8640137,61203300
7/20/2016,672.8060303,672.9290161,663.3599854,665.6849976,94636400
7/21/2016,665.2280273,666.2189941,660.414978,665.0120239,60491800
7/22/2016,664.9219971,666.5830078,646.7219849,650.6190186,134169000
7/23/2016,650.7260132,656.3660278,648.5239868,655.5560303,69532200
7/24/2016,655.4099731,663.1099854,652.7930298,661.2849731,118184000
7/25/2016,661.2630005,661.8280029,653.3950195,654.0969849,78176496
7/26/2016,654.2260132,656.2249756,645.8790283,651.7839966,225135008
7/27/2016,651.6270142,657.4559937,648.4470215,654.3519897,147460992
7/28/2016,654.4920044,657.5949707,654.4920044,655.0349731,86428400
7/29/2016,655.1110229,657.7960205,654.7860107,656.9920044,60703500
7/30/2016,657.0120239,658.2230225,654.2089844,655.0469971,38456100
7/31/2016,655.0999756,655.2849731,624.3649902,624.6810303,110818000
8/1/2016,624.6019897,626.1190186,605.8839722,606.2719727,121887000
8/2/2016,606.3969727,612.8480225,531.3339844,547.4650269,330932992
8/3/2016,548.6560059,573.3599854,541.5469971,566.3549805,207982000
8/4/2016,566.3289795,579.4959717,565.7769775,578.2890015,125292000
8/5/2016,578.2810059,578.2810059,569.9819946,575.0430298,66127900
8/6/2016,575.0300293,588.3959961,569.4689941,587.7780151,80797296
8/7/2016,587.7709961,597.5130005,586.815979,592.6900024,82398400
8/8/2016,592.7360229,592.9940186,588.0469971,591.0540161,61194100
8/9/2016,591.0380249,591.0910034,584.7930298,587.8010254,92228096
8/10/2016,587.6480103,599.9840088,586.3709717,592.1030273,102905000
8/11/2016,592.1240234,597.5419922,589.1199951,589.1199951,74514400
8/12/2016,588.7979736,589.9099731,583.8109741,587.559021,69218000
8/13/2016,587.3569946,589.7739868,584.9790039,585.5880127,43563000
8/14/2016,585.5889893,585.6660156,564.7810059,570.4730225,60851100
8/15/2016,570.4940186,573.5800171,563.2399902,567.2399902,57262300
8/16/2016,567.242981,581.7379761,566.7160034,577.4390259,58405200
8/17/2016,577.7609863,580.8939819,571.4299927,573.2160034,54443000
8/18/2016,573.7069702,577.7919922,573.4299927,574.3179932,59896600
8/19/2016,574.3389893,578.2379761,574.1820068,575.6300049,50631600
8/20/2016,576.0839844,582.8179932,575.4569702,581.6970215,45301400
8/21/2016,581.9390259,584.15802,580.2180176,581.3079834,38299400
8/22/2016,581.3109741,588.447998,580.5939941,586.7529907,72844000
8/23/2016,586.7709961,589.473999,581.6339722,583.414978,85349200
8/24/2016,583.4119873,583.5900269,579.8549805,580.1820068,56328200
8/25/2016,580.1799927,580.4509888,575.1669922,577.7609863,136130000
8/26/2016,577.7529907,580.6229858,576.8579712,579.651001,48856800
8/27/2016,579.4520264,579.8449707,568.6300049,569.9470215,59698300
8/28/2016,569.8300171,574.0380249,569.7399902,573.9119873,86301600
8/29/2016,574.0709839,576.2780151,573.4650269,574.1069946,110398000
8/30/2016,574.1140137,578.3569946,574.1140137,577.5029907,70342400
8/31/2016,577.5910034,577.8610229,573.6420288,575.4719849,75840896
9/1/2016,575.5460205,576.3109741,571.8140259,572.3029785,76923400
9/2/2016,572.4099731,575.6430054,570.8109741,575.5369873,79910800
9/3/2016,575.5549927,599.5,574.0560303,598.2119751,159014000
9/4/2016,598.5900269,611.8369751,596.8480225,608.6339722,97942896
9/5/2016,608.9899902,609.0549927,602.2420044,606.5900269,82446800
9/6/2016,606.5059814,610.8300171,605.0910034,610.4359741,78529104
9/7/2016,610.572998,614.5449829,608.5130005,614.5440063,75032400
9/8/2016,614.6350098,628.7700195,613.8439941,626.315979,86713000
9/9/2016,626.3519897,626.8300171,620.2630005,622.8610229,64550200
9/10/2016,622.927002,625.0949707,622.3950195,623.5089722,45016800
9/11/2016,623.4240112,628.8179932,600.5059814,606.7189941,73610800
9/12/2016,607.0050049,608.4589844,605.4110107,608.242981,72812304
9/13/2016,608.0250244,611.1929932,606.9249878,609.2410278,86920600
9/14/2016,608.8410034,611.9520264,608.4099731,610.684021,47877700
9/15/2016,610.5880127,611.0859985,607.1550293,607.1550293,59464600
9/16/2016,607.2459717,609.2609863,606.7349854,606.9730225,64963400
9/17/2016,607.2180176,607.8599854,605.1920166,605.9840088,37140300
9/18/2016,606.28302,610.15802,605.8560181,609.8740234,48679400
9/19/2016,609.8709717,610.9320068,608.2700195,609.2269897,54796400
9/20/2016,609.2540283,609.5250244,607.9379883,608.3120117,72710896
9/21/2016,603.5880127,603.5880127,595.8829956,597.1489868,82776200
9/22/2016,597.2789917,598.4869995,596.2130127,596.2979736,67085300
9/23/2016,596.1989746,603.2050171,595.7860107,602.84198,51067000
9/24/2016,602.9609985,604.5800171,602.0449829,602.625,35359500
9/25/2016,602.7490234,603.3809814,599.7109985,600.8259888,33977800
9/26/2016,600.8070068,608.1430054,600.348999,608.0430298,59153800
9/27/2016,608.0219727,608.2479858,604.1099854,606.1660156,49422400
9/28/2016,606.242981,606.5900269,604.6069946,604.7280273,48722600
9/29/2016,605.0189819,606.8239746,604.8480225,605.6929932,55658600
9/30/2016,605.7150269,609.7349854,604.1420288,609.7349854,56122400
10/1/2016,609.9290161,615.2369995,609.9290161,613.9829712,56357000
10/2/2016,613.947998,614.0050049,609.6820068,610.8920288,39249800
10/3/2016,610.9680176,612.5679932,610.4550171,612.1329956,46798300
10/4/2016,612.052002,612.0540161,609.4790039,610.2039795,49801600
10/5/2016,610.2180176,613.8140259,609.6170044,612.5109863,68077504
10/6/2016,612.4699707,613.8189697,611.4689941,613.0209961,56812100
10/7/2016,612.6079712,617.9119873,611.8209839,617.1209717,64071400
10/8/2016,617.3410034,619.848999,617.3410034,619.1079712,42345900
10/9/2016,619.1719971,619.197998,616.6069946,616.7520142,39243400
10/10/2016,616.8220215,621.3179932,616.1970215,618.9940186,67481104
10/11/2016,619.2379761,642.0800171,618.5,641.0720215,103590000
10/12/2016,640.8709717,641.3369751,635.9650269,636.1920166,92370200
10/13/2016,636.0300293,638.8330078,635.0289917,636.7860107,61620700
10/14/2016,637.0079956,641.2849731,637.0079956,640.3779907,58144600
10/15/2016,640.3109741,642.1019897,637.3900146,638.6459961,39035400
10/16/2016,639.0830078,642.8980103,638.901001,641.6309814,40298100
10/17/2016,641.8179932,642.3280029,638.6630249,639.1929932,58063600
10/18/2016,639.4110107,640.7360229,635.9959717,637.960022,65546700
10/19/2016,638.1339722,638.8740234,628.0130005,630.5200195,69381696
10/20/2016,630.6630249,631.9169922,628.2579956,630.8569946,56957300
10/21/2016,630.8250122,634.0939941,630.6939697,632.8280029,55951000
10/22/2016,633.1359863,658.1970215,632.8499756,657.2940063,78556496
10/23/2016,657.6209717,661.1290283,653.8859863,657.0709839,54474600
10/24/2016,657.1610107,657.2520142,652.5949707,653.7609863,62218200
10/25/2016,654.0020142,664.4240112,653.697998,657.5880127,90378800
10/26/2016,657.6779785,679.7280273,657.6779785,678.3040161,88877104
10/27/2016,678.2139893,688.5939941,678.039978,688.3129883,96105296
10/28/2016,688,690.4439697,684.1619873,689.651001,81145504
10/29/2016,690.2890015,720.4019775,690.052002,714.4790039,134760992
10/30/2016,714.117981,714.117981,696.4749756,701.8640137,100665000
10/31/2016,702.6400146,709.2890015,691.6820068,700.9719849,97064400
11/1/2016,701.3369751,736.4520264,701.3369751,729.7930298,130527000
11/2/2016,730.065979,740.8289795,722.348999,740.8289795,84865200
11/3/2016,742.3460083,745.7730103,678.1560059,688.7000122,172808000
11/4/2016,689.1240234,706.9299927,685.5629883,703.2349854,99907696
11/5/2016,703.5250244,707.5100098,697.7390137,703.4180298,53752300
11/6/2016,703.8120117,714.2579956,699.5599976,711.5219727,59902200
11/7/2016,710.7360229,710.7360229,699.9030151,703.1309814,65047100
11/8/2016,703.0889893,712.9869995,702.3900146,709.8480225,79660800
11/9/2016,709.8250122,740.0460205,708.6099854,723.2730103,132429000
11/10/2016,722.8439941,723.0180054,711.210022,715.5339966,68807800
11/11/2016,715.5549927,718.3179932,714.4099731,716.4110107,63119700
11/12/2016,716.7520142,717.1480103,704.0349731,705.0540161,64622500
11/13/2016,705.1959839,705.257019,687.3150024,702.0310059,80318096
11/14/2016,701.9970093,706.2839966,699.8079834,705.0209961,62993000
11/15/2016,705.7940063,715.7180176,705.2600098,711.6190186,72038496
11/16/2016,711.1669922,747.6149902,709.0390015,744.197998,141294000
11/17/2016,744.8759766,755.6450195,739.5109863,740.9769897,108579000
11/18/2016,740.7050171,752.882019,736.8900146,751.585022,87363104
11/19/2016,751.8330078,756.2369995,744.46698,751.6160278,110608000
11/20/2016,751.8790283,755.4799805,717.9439697,731.026001,154116000
11/21/2016,731.2650146,741.7219849,730.5100098,739.2479858,60802400
11/22/2016,739.6430054,753.8699951,736.5269775,751.3469849,129906000
11/23/2016,751.7410278,752.25,738.9240112,744.5939941,76543800
11/24/2016,744.6199951,746.8319702,733.4899902,740.2890015,85919296
11/25/2016,740.4420166,741.6489868,734.5910034,741.6489868,67807600
11/26/2016,741.5109863,742.2139893,729.625,735.382019,54962700
11/27/2016,735.4370117,739.0180054,731.085022,732.0349731,52601800
11/28/2016,732.4840088,738.0059814,732.4840088,735.8129883,61888600
11/29/2016,736.3289795,737.4710083,734.559021,735.6040039,68511104
11/30/2016,736.2839966,747.9290161,736.2650146,745.690979,84070800
12/1/2016,746.0460205,758.2750244,746.0460205,756.7739868,80461904
12/2/2016,757.5449829,781.2960205,757.5449829,777.9439697,127605000
12/3/2016,778.2479858,778.2479858,764.8560181,771.1550293,69547296
12/4/2016,771.6380005,773.8720093,768.1610107,773.8720093,60557900
12/5/2016,773.3939819,773.4680176,751.7130127,758.7000122,106363000
12/6/2016,758.7199707,765.6220093,758.7199707,764.223999,116218000
12/7/2016,764.2109985,771.5430298,759.75,768.132019,96426096
12/8/2016,768.0759888,774.697998,765.9459839,770.8099976,80111904
12/9/2016,769.9439697,774.5280151,769.6489868,772.7940063,68705296
12/10/2016,773.0230103,777.09198,772.9099731,774.6500244,53843100
12/11/2016,774.7520142,774.7979736,765.4119873,769.7310181,57313400
12/12/2016,770.039978,781.9219971,770.039978,780.0869751,76571000
12/13/2016,780.6469727,788.460022,777.9619751,780.5560303,81645600
12/14/2016,780.0050049,782.0339966,776.8389893,781.4810181,75979000
12/15/2016,780.0700073,781.4349976,777.802002,778.0880127,81580096
12/16/2016,778.9630127,785.0319824,778.9630127,784.9069824,83608200
12/17/2016,785.1660156,792.5089722,784.8640137,790.8289795,78989800
12/18/2016,791.0079956,794.7369995,788.026001,790.5300293,60524400
12/19/2016,790.6920166,793.6110229,790.3200073,792.7139893,74886400
12/20/2016,792.2470093,801.3369751,791.4970093,800.8759766,99629296
12/21/2016,800.6439819,834.2810059,799.4050293,834.2810059,155576000
12/22/2016,834.1799927,875.7819824,834.1489868,864.539978,200027008
12/23/2016,864.8880005,925.1170044,864.677002,921.9840088,275564000
12/24/2016,922.1799927,923.4790039,886.335022,898.8220215,137727008
12/25/2016,899.6519775,899.6519775,862.4240112,896.1829834,143664992
12/26/2016,896.9050293,913.184021,896.8980103,907.6099854,123771000
12/27/2016,908.3540039,940.0479736,904.2550049,933.197998,167308000
12/28/2016,934.8309937,975.9210205,934.8309937,975.9210205,236630000
12/29/2016,975.125,979.3969727,954.5029907,973.4970093,199320000
12/30/2016,972.5349731,972.5349731,934.8330078,961.2379761,187474000
12/31/2016,960.6270142,963.742981,947.2360229,963.742981,99135104
1/1/2017,963.65802,1003.080017,958.6989746,998.3250122,147775008
1/2/2017,998.6170044,1031.390015,996.7020264,1021.75,222184992
1/3/2017,1021.599976,1044.079956,1021.599976,1043.839966,185168000
1/4/2017,1044.400024,1159.420044,1044.400024,1154.72998,344945984
1/5/2017,1156.72998,1191.099976,910.4169922,1013.380005,510199008
1/6/2017,1014.23999,1046.810059,883.9439697,902.2009888,351876000
1/7/2017,903.4869995,908.585022,823.5560303,908.585022,279550016
1/8/2017,908.1749878,942.723999,887.2490234,911.1989746,158715008
1/9/2017,913.2440186,913.6859741,879.8070068,902.8280029,141876992
1/10/2017,902.4400024,914.8729858,901.0599976,907.6790161,115808000
1/11/2017,908.1149902,919.447998,762.7650146,777.757019,310928992
1/12/2017,775.1779785,826.2459717,755.7559814,804.8339844,222326000
1/13/2017,803.7369995,829.0009766,780.0029907,823.9840088,168968000
1/14/2017,825.1420288,835.085022,812.4559937,818.4119873,93063296
1/15/2017,818.1420288,823.3070068,812.8709717,821.7979736,71013600
1/16/2017,821.78302,834.5300293,820.2709961,831.5339966,82755200
1/17/2017,830.9459839,910.5609741,830.7960205,907.9379883,155095008
1/18/2017,909.3729858,917.4990234,858.3040161,886.617981,225676992
1/19/2017,888.335022,904.6140137,884.3380127,899.072998,105625000
1/20/2017,898.1719971,899.3980103,887.0079956,895.026001,86728400
1/21/2017,895.5490112,927.3670044,895.5349731,921.7890015,111158000
1/22/2017,922.2050171,937.5250244,897.5640259,924.6729736,116573000
1/23/2017,925.4990234,928.2659912,916.7379761,921.0120239,73588600
1/24/2017,910.677002,924.1450195,892.2860107,892.6870117,111349000
1/25/2017,891.9240112,903.2520142,891.6870117,901.5419922,120831000
1/26/2017,902.3950195,919.3259888,902.223999,917.5859985,131958000
1/27/2017,918.3590088,923.2230225,915.8460083,919.75,125594000
1/28/2017,919.8109741,923.9110107,919.8109741,921.5900269,68979600
1/29/2017,922.0670166,923.4180298,919.1480103,919.4959717,60851700
1/30/2017,920.151001,923.0479736,919.473999,920.382019,78227296
1/31/2017,920.9589844,972.0189819,920.9589844,970.4030151,164582000
2/1/2017,970.940979,989.1140137,970.7420044,989.0230103,150110000
2/2/2017,990.0009766,1013.52002,983.2210083,1011.799988,145820992
2/3/2017,1011.460022,1033.869995,1008.789978,1029.910034,201278000
2/4/2017,1031.329956,1045.900024,1015.159973,1042.900024,155064000
2/5/2017,1043.52002,1043.630005,1022.369995,1027.339966,114208000
2/6/2017,1028.400024,1044.640015,1028.160034,1038.150024,111762000
2/7/2017,1040.140015,1061.930054,1040.140015,1061.349976,146007008
2/8/2017,1062.319946,1078.969971,1037.48999,1063.069946,201855008
2/9/2017,1064.699951,1088.98999,953.3439941,994.3829956,407220000
2/10/2017,995.632019,998.9050293,946.690979,988.6740112,190452000
2/11/2017,988.8980103,1009.289978,982.8300171,1004.450012,102261000
2/12/2017,1003.52002,1004.76001,996.9210205,999.1810303,67530000
2/13/2017,998.8850098,1002.099976,976.0020142,990.6420288,100607000
2/14/2017,991.7349854,1011.51001,986.4710083,1004.549988,137946000
2/15/2017,1006.210022,1008.840027,1001.580017,1007.47998,89759400
2/16/2017,1007.650024,1033.369995,1007.650024,1027.439941,122277000
2/17/2017,1026.119995,1053.170044,1025.640015,1046.209961,136474000
2/18/2017,1049.209961,1061.099976,1046.959961,1054.420044,99073504
2/19/2017,1054.76001,1056.810059,1043.459961,1047.869995,77423296
2/20/2017,1048.689941,1080.48999,1041.689941,1079.97998,109478000
2/21/2017,1079.280029,1117.25,1076.930054,1115.300049,186868992
2/22/2017,1114.800049,1125.390015,1100.550049,1117.439941,136100000
2/23/2017,1117.27002,1176.619995,1116.959961,1166.719971,189454000
2/24/2017,1172.709961,1200.390015,1131.959961,1173.680054,330759008
2/25/2017,1170.410034,1174.849976,1124.589966,1143.839966,139960992
2/26/2017,1144.27002,1167.469971,1130.199951,1165.199951,116486000
2/27/2017,1163.780029,1181.97998,1163.380005,1179.969971,131570000
2/28/2017,1180.719971,1193.25,1171.819946,1179.969971,184956000
3/1/2017,1180.040039,1222.5,1179.689941,1222.5,229056992
3/2/2017,1224.680054,1262.130005,1215.619995,1251.01001,368275008
3/3/2017,1250.709961,1280.310059,1250.709961,1274.98999,315739008
3/4/2017,1277.430054,1279.400024,1230.51001,1255.150024,183270000
3/5/2017,1254.290039,1267.290039,1238.060059,1267.119995,134127000
3/6/2017,1267.469971,1276,1264.599976,1272.829956,153656992
3/7/2017,1273.209961,1275.550049,1204.800049,1223.540039,291256000
3/8/2017,1223.22998,1232.160034,1148.079956,1150,332603008
3/9/2017,1150.349976,1197.459961,1141.22998,1188.48999,212283008
3/10/2017,1189.359985,1270.469971,1077.25,1116.719971,563795968
3/11/2017,1116.319946,1193.829956,1116.319946,1175.829956,283320000
3/12/2017,1176.619995,1226.97998,1175.359985,1221.380005,227176000
3/13/2017,1221.780029,1237.369995,1217.030029,1231.920044,380276992
3/14/2017,1232.160034,1244.810059,1220.719971,1240,245306000
3/15/2017,1240.160034,1251.609985,1239.75,1249.609985,297804992
3/16/2017,1251.329956,1257.97998,1152.439941,1187.810059,638568000
3/17/2017,1180.160034,1180.160034,1099.569946,1100.22998,706598976
3/18/2017,1099.689941,1114.069946,957.6550293,973.8179932,621302016
3/19/2017,976.7299805,1069.910034,976.7299805,1036.73999,406648000
3/20/2017,1037.23999,1063.030029,1036.680054,1054.22998,286529984
3/21/2017,1055.359985,1122.430054,1055.359985,1120.540039,337391008
3/22/2017,1120.650024,1120.650024,1014.210022,1049.140015,380840992
